index,Make,Model,Fit_age_a,Fit_age_b,Fit_age_R2,Body,Half life,Counts
99,Mercedes-Benz,GLA 250,41885.792775327885,0.16835428153102985,0.8739860903378253,SUV,4.117210407103569,236
275,Mercedes-Benz,C 63 AMG,89186.9121663752,0.14692820183184913,0.9072355175219518,Sedan,4.717610311417752,72
95,Mercedes-Benz,ML 350,45631.24164461336,0.14088300002914306,0.8043141614261891,SUV,4.920040032201295,249
170,Mercedes-Benz,GLK 350,43184.32326817593,0.14276589669053869,0.5985894601546538,SUV,4.855151097481505,130
267,Mercury,Grand Marquis,31283.03100570333,0.11975243818225415,0.4510844257923199,Sedan,5.788191125971718,75
207,Mitsubishi,Outlander Sport,20274.402331624737,0.11624525311012485,0.6860523522939754,SUV,5.962824127909506,107
154,Mitsubishi,Outlander,22669.549668679458,0.11984552378826915,0.37560070760905395,SUV,5.783695361243418,146
177,Nissan,Xterra,56791.147344671335,0.17992750007287314,0.7730167337789204,SUV,3.852384986837836,125
24,Nissan,Sentra,19516.77813741859,0.13293670506829725,0.7938503690502791,Sedan,5.214135551531001,646
210,Nissan,Leaf,51790.679938631154,0.3263656528490475,0.869084183677364,Hatchback,2.1238448162331585,105
282,Nissan,Kicks,22881.180312640223,0.09505447014508213,0.40110734068870857,SUV,7.292134698579052,70
106,Nissan,Versa,14790.923272471146,0.11902739406234908,0.7547752517884495,Sedan,5.823449345088688,225
85,Nissan,Pathfinder,29123.447632155938,0.11998656423870704,0.7893023387495149,SUV,5.776896808387762,274
209,Nissan,370Z,37028.67974386316,0.09220780235017847,0.7215385268805379,Coupe,7.517259736520098,106
30,Nissan,Rogue,23858.459961837787,0.12621131384633494,0.7835710666382854,SUV,5.491979909534303,553
73,Nissan,Frontier,26188.768885654947,0.08169350066341521,0.8177451318775913,Truck,8.484763100749499,297
14,Nissan,Altima,22275.67786080897,0.1307628603124107,0.7709523797118579,Sedan,5.3008170542000075,807
268,Nissan,Quest,27309.64029864225,0.13757997940682726,0.7644855987137535,Van,5.038160370342396,75
125,Nissan,Titan,42456.62323717513,0.12745784745369534,0.7120815894207754,Truck,5.438268524437597,189
90,Nissan,Maxima,33978.41100291976,0.15423044257787036,0.8528219462191701,Sedan,4.494248920086132,264
155,Nissan,Armada,45396.797535379024,0.14792259119047554,0.8629142093527249,SUV,4.685896822260579,146
58,Nissan,Murano,34423.495406895236,0.14244896424041742,0.8314278546652905,SUV,4.865953246456325,395
97,Porsche,Cayenne,106121.1784253239,0.1972952061376048,0.8687549518842779,SUV,3.5132632645750053,244
136,Porsche,Boxster,121663.20092670352,0.14885768475544525,0.5897517721241585,Convertible,4.656460975721608,173
115,Porsche,Panamera,183758.01001222976,0.25181499829093423,0.7524739374153262,Hatchback,2.752616026465468,207
102,RAM,2500,60297.082924958886,0.10394304882256987,0.4844024561920014,Truck,6.668555597048175,231
16,RAM,1500,46096.58022392832,0.14670254221970436,0.4854348420853752,Truck,4.724866996251,779
241,Scion,tC,24347.186173293714,0.1353926385459537,0.6663128480641953,Coupe,5.119554559568892,85
156,Subaru,Impreza,22493.30168981769,0.10182773340913426,0.7440365898239747,Wagon,6.8070846398494265,144
270,Subaru,WRX,33146.44933991224,0.07879523529000204,0.3422885524495041,Sedan,8.796851706183693,74
83,Subaru,Outback,35812.973072449284,0.13522282547252748,0.8940626562803466,Wagon,5.125983705619461,281
80,Subaru,Forester,31644.223544488414,0.1268954642227269,0.8675421834357593,SUV,5.462370181989981,288
194,Subaru,Legacy,25045.24957725873,0.1149291552737997,0.8445949074093948,Sedan,6.031106713946387,115
218,Subaru,Crosstrek,27238.367406992682,0.08752341332020865,0.6655095229893004,SUV,7.919595154088395,100
93,Tesla,Model S,96433.2536898042,0.13980812669967038,0.4992327334632806,Hatchback,4.957866301212905,258
32,Toyota,Prius,29951.271963173403,0.1255896304462774,0.8662986115179461,Hatchback,5.519165854194498,542
34,Toyota,4Runner,43151.00023855824,0.09860802232040576,0.9151302737925427,SUV,7.029346940432055,511
8,Toyota,Corolla,19780.084602562718,0.10221600332437626,0.8814456404306512,Sedan,6.78122776724434,1113
240,Toyota,Solara,37740.05972419003,0.1306063263050556,0.36701551416301137,Convertible,5.307170177813731,85
26,Toyota,Tundra,47338.86299116166,0.10338053956584266,0.8709505882793972,Truck,6.704840223420731,597
226,Toyota,Venza,26420.78454540139,0.09781207821668964,0.3664609395077783,SUV,7.086548130225988,95
291,Toyota,Prius Prime,30341.535903139003,0.06693478463715861,0.4568617436340176,Hatchback,10.355602154506677,66
121,Toyota,Avalon,40326.28454701922,0.1458098862620637,0.9343775483787892,Sedan,4.753792885855514,191
193,Toyota,Yaris,17947.999982633675,0.10773629435886926,0.9161590572311888,Sedan,6.433765001152903,116
10,Toyota,Highlander,45145.76905737561,0.13628990014827805,0.9132610271652551,SUV,5.0858500831380775,845
203,Toyota,FJ Cruiser,57666.8560897242,0.11084842447740392,0.6849579054723383,SUV,6.253133531377312,111
2,Toyota,Camry,25050.294063542653,0.11125193998327867,0.8382833198117323,Sedan,6.230453150787136,1521
28,Toyota,Sienna,35614.527996214216,0.12582744698935985,0.8859195257119985,Van,5.508734513691706,587
15,Toyota,Tacoma,35795.743847725316,0.07583636536672886,0.8278196793321322,Truck,9.140074114154483,802
11,Toyota,RAV4,29735.49062795004,0.10768220639900987,0.8572186810670196,SUV,6.436996632773059,818
119,Toyota,Sequoia,59638.53139035631,0.13283579507149731,0.8694225873329837,SUV,5.218096520045068,197
273,Volkswagen,e-Golf,44654.61576880112,0.249014252133252,0.9283331380877936,Hatchback,2.783575614897268,72
279,Volkswagen,CC,34257.64738988474,0.16580308669931493,0.7495645759394071,Sedan,4.180561494955956,71
223,Volkswagen,Touareg,48575.56768627661,0.16298260111881166,0.6792528677787,SUV,4.252907949939424,96
288,Volkswagen,Golf R,46455.668930875145,0.12283932048443374,0.9527703305117059,Hatchback,5.6427371729709,67
92,Volkswagen,Golf,26962.49189756038,0.13115336676940742,0.7706394559322778,Hatchback,5.2850339802461175,259
20,Volkswagen,Jetta,22883.802116376566,0.13144934941804032,0.8068482215718499,Sedan,5.273133743672002,682
98,Volkswagen,GTI,32253.79228913482,0.13397199185616418,0.8916112228131774,Hatchback,5.173842609910465,238
33,Volkswagen,Tiguan,27808.06676402356,0.13812792241437385,0.8415965987622506,SUV,5.018174369702019,514
110,Volkswagen,Beetle,22799.653476546802,0.1041724855307186,0.7536814796983102,Hatchback,6.653868307631026,219
39,Volkswagen,Passat,23581.240992181847,0.12203131354620494,0.7743042632035839,Sedan,5.680099474939697,494
195,Volvo,XC60,52543.22897309479,0.1835753368234627,0.8330432658563567,SUV,3.775834009045429,114
149,Volvo,XC90,61324.75649896205,0.1809103068674398,0.9129091813770108,SUV,3.8314566593925385,150
185,Volvo,S60,44250.208368151136,0.17672035711506826,0.8708486119923221,Sedan,3.922298547352233,122
253,smart,fortwo,24880.06907062732,0.1698636449820977,0.8110086912278371,Coupe,4.080625963684299,79
