Entry,Make,Model,Body,Fit_age_a,Fit_age_b,Fit_age_c,Fit_age_R2,Fit_miles_a,Fit_miles_b,Fit_miles_c,Fit_miles_R2,Fit_age_cw_R2
200,Lexus,IS 350,Sedan,46355.06633,0.140784191,2116.806178,0.943627831,36637.07372,1.32E-05,4099.644894,0.942015274,
201,Lexus,SC 430,Convertible,43540.68048,0.081200719,4.88E-07,0.334608513,105000,0.0015,12263.09524,0,
202,Jeep,Liberty,Sport Utility,200000,0.544992189,6338.188351,0.390558268,105000,0.0015,7695.571429,2.22E-16,
203,Subaru,WRX,Sedan,32244.17249,0.089200009,3.42E-06,0.243189693,31588.2966,7.84E-06,1.30E-05,0.651580316,-3.837532439
204,BMW,320i,Sedan,33843.3995,0.509399079,12563.39294,0.676970333,105000.0001,0.000549236,18883.22513,0.008142754,
205,INFINITI,QX50,Sport Utility,45095.07309,0.215431334,7.38E-17,0.912929095,37920.45157,2.61E-05,5960.354065,0.811012603,
206,Nissan,Xterra,Sport Utility,44899.69946,0.174621326,2204.738967,0.760213566,10000,0.0015,8762.075862,-0.385119066,
207,Lexus,ES 300h,Sedan,50823.67961,0.15222712,440.4728421,0.925980631,31489.2362,6.71E-05,18291.6435,0.965203898,0.654281399
208,MAZDA,CX-9,Sport Utility,38956.45871,0.257737261,6261.129876,0.940515312,30836.69826,2.19E-05,5989.770941,0.818784031,0.599383795
209,Lexus,RC 350,Coupe,40618.88537,0.463212067,24257.491,0.907870363,26053.86337,4.31E-05,25438.65295,0.838151343,
210,Lexus,NX 200t,Sport Utility,65786.91471,1,24216.32142,0.269184458,28795.27873,3.34E-06,5.41E-05,0.265267299,
211,RAM,3500,Truck,44782.46508,0.05,7084.693996,0.241242048,19185.79449,4.60E-05,36331.74414,0.448240053,
212,Volvo,XC60,Sport Utility,50908.18389,0.221860161,1766.288218,0.855262762,48309.34282,1.77E-05,2676.406761,0.970971502,0.811336961
213,Mercedes-Benz,C 63 AMG,Coupe,79668.82729,0.124130152,1.46E-08,0.932767556,61399.06152,2.63E-05,16867.90499,0.945248426,-0.158614914
214,Land Rover,Range Rover Velar,Sport Utility,19628.38756,1,45476.4396,0.223987711,22079.9441,0.000235595,49168.40295,0.725666916,-0.516008651
215,Mercedes-Benz,E 63 AMG,Sedan,105836.9875,0.200145266,10964.10746,0.964852235,84844.91,4.23E-05,30514.67061,0.879482802,0.33654803
216,Toyota,Land Cruiser,Sport Utility,94957.86787,0.10303364,8.24E-11,0.969502481,60686.6081,0.0015,26864.38573,0.793092666,0.441857741
217,Volkswagen,Touareg,Sport Utility,48126.94979,0.151015632,2.06E-12,0.597458569,105000,0.0015,14625.63157,3.33E-16,
218,Volvo,S60,Sedan,35905.53681,0.205119768,3013.242986,0.909845993,39242.96409,5.00E-05,7562.340283,0.955072442,0.671621667
219,Nissan,350Z,Coupe,14424.1786,0.05,2936.941308,0.009267687,105000.0001,0.000563575,10369.84545,0.007337762,
220,Lincoln,MKZ,Sedan,33240.4099,0.267000325,7659.888936,0.669988114,29819.82962,3.66E-05,11189.59583,0.917189801,0.569673151
221,Lincoln,MKX,Sport Utility,119448.6943,0.572818529,10561.58548,0.924529162,35509.76687,0.0015,17597.64627,0.871336652,
222,Jaguar,XF,Wagon,59751.42601,0.177696186,1.69E-09,0.660213823,49065.75746,0.0015,14700.44261,0.886755505,0.217597641
223,BMW,330i xDrive,Sedan,50810.90263,0.199036234,5.48E-10,0.863876976,26974.99341,6.16E-05,21786.32462,0.900593264,0.732781781
224,Subaru,Legacy,Sedan,18602.37944,0.349627559,9699.030869,0.582763731,24287.97271,8.48E-06,3.96E-10,0.878287963,
225,Hyundai,Veloster,Hatchback,17056.22874,0.084470313,2.49E-11,0.589567021,15209.13985,1.20E-05,2647.182517,0.873535366,
226,Buick,LaCrosse,Sedan,46746.78866,0.217585389,2760.434011,0.785914545,105000,0.002236679,12347.82321,1.44E-10,
227,Scion,tC,Coupe,101250.959,0.567046708,5946.923217,0.792627327,14114.43878,2.09E-05,4911.164727,0.784827286,
228,Buick,Encore,Sport Utility,10000,0.404650307,11590.42099,0.572257775,10000,0.002985,14420.64492,0.087816339,-1.289448501
229,Acura,TLX,Sedan,34947.84741,0.125274909,1.43E-09,0.872375668,19262.06049,6.06E-05,17421.62277,0.814581194,-0.155692615
230,Chevrolet,Express 3500,Van,30679.82659,0.066536834,1.35E-09,0.465741712,19345.40866,4.06E-05,15630.25054,0.745610576,
231,Ford,E-150 and Econoline 150,Van,200000,0.553977172,10448.41051,0.374195104,105000,0.0015,13312.46667,1.11E-16,
232,Chrysler,PT Cruiser,Wagon,10000,1,4033.390861,-2.86E-05,105000,0.0015,4028.187501,2.22E-16,
233,Scion,xB,Wagon,21150.21203,0.114079983,2.89E-13,0.83799514,105000,0.0015,7441.500001,0,
234,Subaru,Crosstrek,Sport Utility,27651.11927,0.088907423,3.87E-06,0.382566738,16054.43025,1.34E-05,11386.65229,0.596787692,
235,BMW,328i xDrive,Sedan,39365.67164,0.142106629,8.04E-15,0.889046927,105000,0.001126752,16833.3125,3.52E-09,
236,Toyota,Prius C,Hatchback,22153.28025,0.110349718,1.37E-15,0.790411729,105000,0.001459554,12039.42988,2.05E-09,
237,Cadillac,XTS,Sedan,14738.1964,1,20557.09428,0.003063396,23968.5409,0.002985,25058.93449,0.881164091,
238,BMW,128i,Convertible,200000,0.502997559,8318.844493,0.538083339,105000,0.0015,11047.625,0,
239,BMW,430i,Coupe,47225.28694,0.233399911,966.9429648,0.830405278,25271.50001,7.76E-05,23282.0171,0.890168308,0.803976289
240,Kia,Sportage,Sport Utility,25505.35646,0.129565264,839.4078351,0.777850154,22581.80789,1.47E-05,3756.605744,0.901403406,0.077525316
241,INFINITI,Q60,Coupe,50219.17672,0.159870451,8.64E-13,0.713587569,25525.86126,5.28E-05,20096.74412,0.908047076,
242,Mitsubishi,Eclipse Cross,Sport Utility,24650.03452,0.069679662,4.55E-08,0.294662803,10000,0.000133772,12909.32471,0.362278747,-6.613952721
